"","QKEY","INTERVIEW_START_W84","INTERVIEW_END_W84","DEVICE_TYPE_W84","LANG_W84","FORM_W84","XATTEND_W84","XCATHOLIC_W84","SATIS_W84","POL1JB_W84","POL1JBSTR_W84","POL1JB_4_W84","JBCONF_PUBH_W84","JBCONF_FRGN_W84","JBCONF_ECON_W84","JBCONF_CRIM_W84","JBCONF_CLSR_W84","JBCONF_RACE_W84","JBCONF_IMMI_W84","BIDENDESC_MDL_W84","BIDENDESC_ORD_W84","BIDENDESC_MENT_W84","BIDENDESC_STND_W84","BIDENDESC_HON_W84","PRESGOODTRUMP_W84","TRUMPPROG_W84","INSTFAV_a_W84","INSTFAV_b_W84","REPPTYTRAIT_a_W84","REPPTYTRAIT_f_W84","REPPTYTRAIT_b_W84","REPPTYTRAIT_g_W84","DEMPTYTRAIT_a_W84","DEMPTYTRAIT_f_W84","DEMPTYTRAIT_b_W84","DEMPTYTRAIT_g_W84","COVIDSPIR_W84","PPLFAV_a_W84","PPLFAV_b_W84","PPLFAV_c_W84","CAND_b_W84","CAND_d_W84","CAND_g_W84","BIDENRELIG_W84","HARRISRELIG_W84","BIDRELTLK_W84","JAN6LE_IMP_W84","JAN6LE_CONF_W84","JAN6PEN_A_W84","JAN6PEN_B_W84","JAN6ATTN_W84","IMPEACHACT2_W84","ATTENDMONTH_W84","ATTENDONLINE_W84","COVIDCONG2_W84","COVIDCONG3_W84","COVIDCONG4_W84","CONGRESTRICT1_a_W84","CONGRESTRICT1_b_W84","CONGRESTRICT1_c_W84","CONGRESTRICT1_d_W84","CONGRESTRICT1_e_W84","CONGRESTRICT2_a_W84","CONGRESTRICT2_b_W84","CONGRESTRICT2_c_W84","CONGRESTRICT2_d_W84","CONGRESTRICT2_e_W84","ATTENDCONF_W84","SERMONISSUE_h_W84","SERMONISSUE_i_W84","SERMONISSUE_j_W84","SERMONISSUE_k_W84","ESTR21_W84","ESTRTYP_W84","THERMTRUMP_W84","THERMBIDEN_W84","VLNTEXTR2_ISL_W84","VLNTEXTR2_CHR_W84","VLNTEXTR2_LEFT_W84","VLNTEXTR2_RGHT_W84","ECON1_W84","ECON1B_W84","COVID_ASSIST21_W84","COVIDLEG21A_W84","BIDEN_GOODFAITHC_W84","REPS_GOODFAITHC_W84","COVID_LIFEN_W84","COVID_JOBSN_W84","DISCRRIM_a_W84","DISCRRIM_b_W84","DISCRRIM_c_W84","DISCRRIM_j_W84","DISCRRIM_d_W84","DISCRRIM_e_W84","DISCRRIM_i_W84","DISCRRIM_f_W84","DISCRRIM_g_W84","DISCRRIM_h_W84","VTCHNGRULES_W84","VTEFFORT_W84","PARTY_W84","PARTYLN_W84","PARTYSTR_W84","REPPTYACC_a_W84","REPPTYACC_b_W84","REPPTYACC_c_W84","REPPTYACC_d_W84","DEMPTYACC_a_W84","DEMPTYACC_b_W84","DEMPTYACC_d_W84","COMMIF_a_W84","COMMIF_b_W84","COMMIF_c_W84","COMMIF_d_W84","BIDENCM_W84","CHRNATa_W84","CHRNATb_W84","CHRNATc_W84","CHRNATd_W84","CHRNATe_W84","CHRNATf_W84","CHRNATg_W84","RELRTHRD_W84","RELLTHRD_W84","RELRTAG_W84","RELLTAG_W84","QANON_KNOW_W84","QANON_FAV_W84","F_METRO","F_CREGION","F_CDIVISION","F_AGECAT","F_GENDER","F_EDUCCAT","F_EDUCCAT2","F_HISP","F_HISP_ORIGIN","F_YEARSINUS","F_RACECMB","F_RACETHNMOD","F_CITIZEN","F_BIRTHPLACE2","F_MARITAL","F_RELIG","F_BORN","F_RELIGCAT1","F_ATTEND","F_PARTY_FINAL","F_PARTYLN_FINAL","F_PARTYSUM_FINAL","F_PARTYSUMIDEO_FINAL","F_INC_SDT1","F_REG","F_IDEO","F_INTFREQ","F_VOLSUM","F_INC_TIER2","WEIGHT_W84","WEIGHT_W70_W84","WEIGHT_W80_W84","attend"
"1828",201701211015,2021-03-02 16:47:22,2021-03-02 17:08:37,2,1,1,1,2,2,NA,NA,4,3,4,4,4,4,3,4,NA,NA,NA,NA,NA,1,NA,3,3,2,NA,2,2,1,NA,4,4,1,3,3,2,2,2,3,9,9,2,3,2,1,NA,1,3,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,95,20,1,1,NA,NA,3,2,1,1,NA,NA,3,4,3,3,2,3,3,3,2,NA,NA,NA,1,NA,1,NA,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,1,1,2,1,2,NA,NA,NA,NA,3,99,2,3,5,4,2,2,3,2,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,7,1,2,2,1,3,0.654353759184612,0.798847797663029,NA,"Both"
"1829",201701212768,2021-03-03 09:16:36,2021-03-03 09:28:14,2,1,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,NA,4,3,2,NA,3,3,3,NA,2,2,2,3,2,4,8,4,2,2,9,9,3,1,2,NA,2,3,1,2,1,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,0,90,NA,NA,2,2,4,1,1,NA,1,2,3,4,1,1,3,1,NA,NA,NA,2,2,2,NA,2,2,NA,1,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,2,2,2,9,2,9,2,3,3,NA,NA,NA,NA,1,3,7,3,2,2,3,2,NA,1,2,2,1,1,1,1,1,1,2,2,NA,2,3,2,1,2,NA,1,2,0.620259926802053,0.511100308197115,0.373660127861746,"Online only"
"1830",201701212821,2021-03-07 15:32:11,2021-03-07 15:41:46,3,1,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,3,NA,1,3,4,NA,2,3,1,NA,3,3,4,3,4,3,2,2,3,4,1,6,2,3,2,NA,1,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,75,5,NA,NA,1,2,4,2,2,NA,2,2,4,4,3,3,1,2,NA,NA,NA,1,2,1,NA,1,4,1,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,2,9,1,9,9,9,1,1,3,9,NA,NA,NA,2,2,4,3,2,2,4,2,NA,1,1,1,1,1,1,1,1,1,4,4,1,1,1,9,1,1,2,1,3,0.575311234912974,0.683645398137884,NA,"Neither"
"1831",201701215280,2021-03-04 11:25:46,2021-03-04 12:09:57,1,1,1,1,2,2,NA,NA,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,NA,2,4,99,NA,1,1,99,NA,4,4,3,4,2,1,2,2,4,2,9,1,3,2,1,NA,1,3,2,1,2,4,2,NA,NA,NA,NA,NA,1,1,99,2,99,3,2,2,2,2,1,1,100,10,1,3,NA,NA,3,2,1,3,NA,NA,2,4,1,2,2,2,3,2,4,NA,NA,NA,1,NA,1,NA,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,9,1,2,9,9,NA,NA,NA,NA,2,3,1,4,9,4,2,1,5,2,NA,1,1,1,1,1,5,1,1,1,3,1,NA,1,1,1,1,1,2,1,1,0.561464646496782,0.620407019893273,NA,"Online only"
"1832",201701215618,2021-03-05 22:59:53,2021-03-06 03:57:28,2,1,1,2,2,1,NA,NA,1,1,1,1,2,2,2,1,NA,NA,NA,NA,NA,5,NA,4,2,4,NA,4,4,2,NA,2,1,3,2,3,3,4,1,1,2,1,3,1,3,2,NA,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,0,100,2,1,NA,NA,4,3,1,2,NA,NA,3,3,1,1,3,1,1,2,4,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,9,2,2,2,2,2,2,NA,NA,NA,NA,4,NA,1,4,9,4,2,2,4,2,NA,1,2,2,1,1,5,1,2,1,4,2,NA,2,4,1,1,4,4,2,1,0.728897744159376,0.660176766996234,NA,"Online only"
"1833",201701215683,2021-03-02 13:23:35,2021-03-02 13:51:04,2,1,1,1,2,2,NA,NA,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,NA,2,4,2,NA,2,1,1,NA,4,4,1,4,4,1,2,4,4,2,72,2,1,3,2,NA,1,3,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,100,0,1,3,NA,NA,3,2,2,1,NA,NA,4,4,3,2,1,3,3,2,2,NA,NA,NA,1,NA,99,1,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,9,1,NA,NA,NA,NA,2,3,1,3,5,4,2,2,4,2,NA,1,1,1,1,1,5,1,1,1,1,99,1,1,1,2,1,1,3,1,2,0.691672034608044,0.85068659953252,1.52717636273491,"Both"
"1834",201701216349,2021-03-02 18:47:56,2021-03-02 19:03:31,2,1,1,2,1,2,NA,NA,3,3,4,3,3,3,3,3,NA,NA,NA,NA,NA,4,NA,3,3,1,NA,3,3,1,NA,3,3,3,2,4,8,3,2,3,2,9,3,1,2,2,NA,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,35,40,1,1,NA,NA,4,3,2,3,NA,NA,3,3,1,1,4,2,2,2,4,NA,NA,NA,1,NA,3,1,NA,1,4,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,9,2,2,1,1,NA,NA,NA,NA,2,4,1,4,8,3,1,1,5,1,1,1,4,3,1,1,1,2,2,2,4,3,1,1,2,9,1,3,2,2,2,0.344320311504915,0.265857699001771,0.197591559812841,"Neither"
"1835",201701218536,2021-03-02 18:14:25,2021-03-02 18:30:24,2,1,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,NA,3,4,1,NA,3,3,3,NA,2,2,1,3,2,4,8,4,1,1,9,9,3,3,2,NA,1,2,1,2,1,1,4,2,NA,NA,NA,NA,NA,1,1,1,1,1,4,1,1,2,1,2,1,0,100,NA,NA,1,1,4,3,1,NA,1,2,3,3,1,1,3,1,NA,NA,NA,2,2,2,NA,2,2,NA,1,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,9,9,9,99,9,9,9,3,3,NA,NA,NA,NA,1,3,5,4,2,3,2,2,NA,1,4,4,1,1,1,1,2,1,2,2,NA,2,3,4,1,3,NA,1,2,0.802390432549796,NA,NA,"Online only"
"1836",201701218985,2021-03-03 09:27:02,2021-03-04 23:32:44,2,2,1,1,2,1,NA,NA,2,1,2,3,2,3,3,2,NA,NA,NA,NA,NA,3,NA,2,2,3,NA,2,1,1,NA,2,3,2,3,4,8,4,3,2,9,9,3,2,2,2,NA,3,1,2,1,1,3,2,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,2,2,2,1,50,55,3,2,NA,NA,3,1,2,3,NA,NA,3,1,2,2,3,3,3,3,3,NA,NA,NA,1,NA,3,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,9,9,2,2,2,NA,NA,NA,NA,4,NA,1,4,9,1,1,2,3,1,1,1,5,3,1,1,6,1,2,1,2,3,1,1,2,6,2,3,1,2,2,5.98223010255251,5.83901151606153,4.4404369407427,"Online only"
"1837",201701219100,2021-03-04 11:07:45,2021-03-04 11:13:28,2,1,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,NA,4,3,2,NA,1,3,3,NA,2,2,2,3,2,4,4,4,1,3,2,9,1,1,2,NA,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,25,75,NA,NA,1,1,4,1,1,NA,2,2,2,3,1,2,3,2,NA,NA,NA,2,1,3,NA,2,2,NA,1,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,9,9,NA,NA,1,1,1,3,1,1,6,2,NA,1,1,1,1,1,1,2,2,2,4,2,NA,2,3,9,1,3,1,1,3,0.205891442041135,0.227821209191988,NA,"Neither"
"1838",201701219117,2021-03-02 12:46:28,2021-03-04 13:06:12,1,1,1,1,1,1,NA,NA,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,5,NA,3,2,2,NA,4,4,2,NA,1,1,3,1,4,4,4,1,3,2,1,3,1,2,2,NA,2,1,2,1,1,2,3,1,1,1,1,2,NA,NA,NA,NA,NA,3,1,2,2,2,2,1,0,97,3,2,NA,NA,2,1,1,3,NA,NA,3,2,2,2,4,2,2,2,3,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,2,4,NA,1,1,1,1,1,2,2,9,2,2,2,2,NA,NA,NA,NA,3,3,1,2,4,4,1,1,6,2,NA,1,1,1,1,1,1,2,2,2,2,2,NA,2,3,9,1,3,1,1,3,0.268565124566295,0.301002006574775,0.499599189360953,"Online only"
"1839",201701219759,2021-03-02 13:11:40,2021-03-02 13:34:12,3,1,1,1,2,2,NA,NA,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,NA,2,4,99,NA,99,99,1,NA,4,4,3,4,4,2,1,3,4,2,8,2,1,3,1,NA,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,100,0,1,3,NA,NA,3,2,2,1,NA,NA,3,4,1,2,3,1,2,3,4,NA,NA,NA,1,NA,1,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,99,99,1,2,99,1,NA,NA,NA,NA,4,NA,1,3,7,4,2,3,2,2,NA,1,1,1,1,1,3,1,1,1,1,1,NA,1,1,2,1,1,2,1,2,0.497953569704697,0.559513695965327,0.270433376873048,"Online only"
"1840",201701225857,2021-03-02 14:20:29,2021-03-02 14:36:47,1,1,1,1,2,2,NA,NA,1,1,1,2,2,2,1,99,NA,NA,NA,NA,NA,5,NA,4,2,1,NA,3,3,4,NA,1,1,99,1,4,2,4,1,2,2,9,3,1,2,2,NA,3,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,0,100,2,1,NA,NA,2,1,1,3,NA,NA,3,3,1,2,4,2,1,99,4,NA,NA,NA,2,NA,3,2,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,3,4,2,3,7,4,1,1,5,2,NA,1,1,1,1,1,1,1,1,1,2,3,2,2,3,9,1,3,2,1,3,0.294813736574069,0.330963987773103,NA,"Both"
"1841",201701230190,2021-03-02 23:46:51,2021-03-03 00:06:41,1,1,1,1,2,2,NA,NA,2,1,2,2,2,2,2,3,NA,NA,NA,NA,NA,5,NA,3,2,1,NA,3,3,2,NA,2,1,1,3,4,4,4,2,3,1,99,2,1,2,2,NA,2,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,0,80,1,1,NA,NA,4,1,1,3,NA,NA,3,3,2,1,3,2,1,2,3,NA,NA,NA,2,NA,3,2,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,1,1,1,2,2,1,1,NA,NA,NA,NA,2,4,1,2,3,3,2,1,5,2,NA,1,2,2,1,1,3,1,1,1,2,3,2,2,3,9,1,3,2,1,3,0.217080057815967,0.199284504030114,0.244873039323059,"Both"
"1842",201701230788,2021-03-02 15:34:15,2021-03-02 16:01:33,2,1,1,1,1,2,NA,NA,4,2,3,4,3,2,3,4,NA,NA,NA,NA,NA,2,NA,2,4,4,NA,2,2,1,NA,3,3,3,1,3,2,2,3,3,2,9,1,1,2,3,NA,1,3,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,1,1,65,35,2,3,NA,NA,3,2,1,1,NA,NA,3,4,2,3,3,2,2,3,3,NA,NA,NA,1,NA,1,NA,2,2,4,NA,NA,NA,NA,NA,2,1,1,1,2,2,2,9,1,2,1,2,NA,NA,NA,NA,3,3,1,3,7,4,1,1,6,2,NA,1,1,1,1,1,1,2,2,2,2,1,NA,1,1,9,1,1,2,2,3,0.554584577361814,0.580741946962181,NA,"Both"
"1843",201701231007,2021-03-02 12:56:08,2021-03-02 13:19:38,1,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,4,4,2,NA,1,3,3,NA,2,3,2,1,2,4,3,4,2,2,1,9,3,1,1,NA,1,3,1,2,1,1,3,2,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,2,2,2,1,0,75,NA,NA,1,1,3,1,1,NA,1,2,3,4,2,1,4,1,NA,NA,NA,2,2,3,NA,2,3,2,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,1,1,4,1,NA,NA,1,1,1,2,1,1,5,2,NA,1,1,1,1,1,6,1,2,1,2,3,2,2,3,2,1,3,2,1,1,0.716599561504393,0.770721804473209,NA,"Online only"
"1844",201701233601,2021-03-03 11:38:38,2021-03-03 11:51:03,2,1,1,2,2,2,NA,NA,3,4,2,4,3,3,2,2,NA,NA,NA,NA,NA,2,NA,2,3,2,NA,3,3,3,NA,3,3,3,2,4,8,2,2,3,9,9,2,1,4,1,NA,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,2,85,60,1,2,NA,NA,4,2,1,2,NA,NA,2,4,2,2,2,2,2,2,2,NA,NA,NA,2,NA,3,1,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,1,2,NA,NA,NA,NA,4,NA,2,4,9,2,2,2,3,1,1,1,1,3,1,1,4,1,2,1,5,3,1,1,2,1,1,3,2,2,1,0.553369945755425,0.545988187969528,0.405046199298274,"Online only"
"1845",201701235924,2021-03-02 12:59:19,2021-03-02 13:37:22,1,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,4,3,2,NA,3,3,3,NA,2,1,1,1,3,4,3,4,2,2,2,9,3,1,1,NA,1,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,0,100,NA,NA,1,1,4,1,1,NA,1,2,3,4,2,2,3,2,NA,NA,NA,3,2,3,NA,2,2,NA,1,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,1,2,1,9,1,1,99,99,NA,NA,NA,NA,1,3,7,3,2,3,1,2,NA,1,1,1,1,1,1,1,1,1,6,2,NA,2,3,1,1,3,2,2,1,0.676478894586483,0.601822946608427,0.339086877408906,"Online only"
"1846",201701237000,2021-03-02 21:52:00,2021-03-02 22:42:29,2,1,1,1,2,1,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,4,NA,2,2,2,NA,2,2,2,NA,2,3,1,4,8,8,2,2,2,9,9,3,2,3,2,NA,3,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,50,50,2,2,NA,NA,2,1,1,3,NA,NA,3,3,1,2,3,2,1,2,3,NA,NA,NA,2,NA,4,2,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,9,9,2,9,2,9,2,NA,NA,NA,NA,4,NA,1,2,4,2,2,1,6,2,NA,1,2,2,1,1,1,1,2,1,2,4,2,2,3,5,1,3,1,2,2,0.554450735362627,0.429591896554208,NA,"In-person only"
"1847",201701237089,2021-03-02 17:52:05,2021-03-02 18:27:27,3,1,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,4,4,2,NA,4,4,4,NA,1,1,1,3,2,4,3,4,1,2,2,9,3,1,2,NA,2,99,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,100,NA,NA,1,1,4,1,1,NA,1,2,3,3,1,2,4,2,NA,NA,NA,2,1,3,NA,2,3,2,NA,NA,NA,NA,NA,2,NA,2,1,1,1,1,1,2,9,2,1,2,2,2,1,3,4,NA,NA,NA,1,3,5,4,2,1,6,2,NA,1,1,1,1,1,3,2,2,2,5,3,2,2,4,5,99,4,2,2,2,0.692418375250832,0.620983707039956,NA,"Neither"
"1848",201701239112,2021-03-02 13:22:46,2021-03-02 13:38:23,2,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,1,4,NA,1,4,4,NA,2,2,2,NA,1,4,4,1,4,2,4,1,4,4,71,9,1,1,3,NA,1,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,100,0,NA,NA,1,3,3,1,2,NA,2,1,4,4,3,3,2,4,NA,NA,NA,2,4,1,NA,1,3,1,NA,NA,NA,4,3,NA,NA,NA,2,1,2,1,2,1,1,1,9,9,1,1,1,3,1,NA,NA,NA,1,2,3,3,2,1,5,1,97,1,1,3,1,1,1,2,2,2,4,3,1,1,1,9,1,2,2,2,2,0.304160567823891,0.369659470366783,NA,"Neither"
"1849",201701239132,2021-03-02 13:55:14,2021-03-02 14:13:24,2,1,1,2,2,1,NA,NA,1,1,2,2,2,1,2,2,NA,NA,NA,NA,NA,5,NA,3,2,2,NA,3,3,2,NA,2,2,3,2,4,2,3,1,2,2,9,3,1,2,3,NA,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10,90,2,2,NA,NA,3,1,1,3,NA,NA,3,3,2,3,3,2,2,3,3,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,9,2,2,1,2,2,2,NA,NA,NA,NA,4,NA,1,4,9,3,1,3,1,2,NA,1,1,1,1,1,1,1,1,1,4,2,NA,2,3,1,1,2,2,2,1,1.96863149818669,1.57623365225742,0.693436532290512,"Neither"
"1850",201701239730,2021-03-04 01:41:35,2021-03-04 02:10:36,1,1,2,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,NA,1,2,4,NA,3,1,1,NA,1,4,4,3,3,3,3,1,3,4,2,9,2,1,2,NA,3,3,3,1,2,1,2,1,2,2,2,2,2,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,100,10,NA,NA,1,3,4,3,2,NA,2,2,3,4,4,4,1,4,NA,NA,NA,1,2,2,NA,1,1,NA,1,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,9,1,9,1,9,9,9,3,3,NA,NA,NA,NA,2,3,7,4,2,3,2,2,NA,1,1,1,1,1,5,1,1,1,1,1,NA,1,1,1,1,2,3,1,1,0.633117754415546,NA,NA,"In-person only"
"1851",201701239846,2021-03-04 18:32:43,2021-03-04 18:53:05,2,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,NA,3,2,4,NA,1,1,1,NA,3,3,3,1,1,2,8,3,1,2,2,9,3,1,3,NA,1,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,0,100,NA,NA,2,2,2,1,1,NA,1,2,3,3,2,2,4,2,NA,NA,NA,2,2,2,NA,2,1,NA,1,NA,NA,1,1,NA,NA,NA,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1,NA,NA,1,3,5,2,2,2,4,1,2,1,1,3,1,1,3,2,2,2,2,1,NA,1,2,1,1,3,2,2,1,0.396099383279087,0.427970504086476,0.363597363480503,"Online only"
"1852",201701241642,2021-03-03 14:44:30,2021-03-03 14:57:11,2,1,1,1,2,2,NA,NA,3,3,4,3,4,4,3,4,NA,NA,NA,NA,NA,2,NA,2,4,2,NA,3,2,1,NA,4,3,3,2,3,2,3,3,3,2,9,3,2,2,1,NA,1,3,2,2,1,2,1,2,2,2,2,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,95,45,2,3,NA,NA,2,1,2,1,NA,NA,3,3,3,3,2,3,3,3,2,NA,NA,NA,2,NA,1,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,1,9,1,9,NA,NA,NA,NA,2,2,2,4,8,2,1,1,6,2,NA,1,1,1,1,1,1,1,1,1,3,1,NA,1,1,9,1,2,2,2,2,1.25067032276079,1.1367387051412,NA,"Neither"
"1853",201701241672,2021-03-02 16:30:39,2021-03-03 06:43:43,2,1,1,1,2,1,NA,NA,1,1,1,1,1,2,2,1,NA,NA,NA,NA,NA,5,NA,3,1,1,NA,3,3,2,NA,1,2,1,2,4,3,4,1,2,2,1,3,1,2,3,NA,2,1,2,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,1,0,90,3,1,NA,NA,3,1,1,3,NA,NA,3,3,1,1,4,1,1,1,4,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,2,4,2,1,1,3,2,1,5,2,NA,1,1,1,1,1,1,1,2,1,2,2,NA,2,4,9,1,4,2,1,3,0.506438667664098,NA,NA,"Online only"
"1854",201701242137,2021-03-02 15:04:43,2021-03-02 15:19:18,2,1,2,1,1,2,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,NA,4,4,3,NA,1,4,3,NA,3,3,2,3,2,4,3,4,2,3,2,9,2,1,2,NA,2,3,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,0,75,NA,NA,1,1,3,3,2,NA,2,1,3,2,1,2,3,1,NA,NA,NA,1,1,3,NA,1,3,1,NA,NA,NA,1,1,NA,NA,NA,1,1,1,1,1,2,2,2,1,2,9,1,2,2,2,3,NA,NA,1,4,8,2,2,1,5,2,NA,1,1,1,1,1,1,2,2,2,3,3,1,1,2,9,99,3,1,1,3,0.524658794677239,NA,0.349848372056465,"In-person only"
"1855",201701242147,2021-03-06 13:54:12,2021-03-07 13:29:43,2,1,2,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,99,NA,1,2,4,NA,2,1,2,NA,2,2,2,1,2,4,8,1,3,99,9,9,2,1,3,NA,2,2,3,1,2,1,2,1,1,2,2,2,2,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,75,25,NA,NA,1,1,3,3,1,NA,1,1,3,3,3,3,1,4,NA,NA,NA,3,1,1,NA,1,1,NA,1,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,1,2,1,2,3,3,NA,NA,NA,NA,1,2,4,4,2,3,2,2,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,99,1,2,4,2,99,1.22049431731821,1.05281780733027,NA,"In-person only"
"1856",201701242501,2021-03-02 15:12:30,2021-03-02 15:26:33,2,1,1,1,2,2,NA,NA,2,2,1,2,2,3,2,1,NA,NA,NA,NA,NA,5,NA,4,2,1,NA,3,4,3,NA,2,1,3,2,3,2,4,1,2,2,9,3,1,2,2,NA,3,1,1,2,1,2,2,1,1,1,3,1,1,1,1,1,1,3,2,2,2,2,2,1,0,80,2,1,NA,NA,3,1,1,3,NA,NA,3,4,1,1,2,2,1,1,3,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,2,2,2,9,2,9,2,NA,NA,NA,NA,2,4,1,1,1,4,2,1,6,2,NA,1,1,1,1,1,6,1,2,1,3,2,NA,2,4,5,1,4,2,1,2,0.492807000647385,0.581034862418332,0.89223695890974,"In-person only"
